CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C2858855,ENG,P,L9368454,PF,S11631967,N,A17832659,,,S72.461E,ICD10CM,PT,S72.461E,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S72461E,S72.461E,45588925
C2858861,ENG,P,L9347860,PF,S11631966,N,A17870782,,,S72.461M,ICD10CM,PT,S72.461M,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S72461M,S72.461M,45574469
C2858876,ENG,P,L9358091,PF,S11631951,N,A17794108,,,S72.462J,ICD10CM,PT,S72.462J,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72462J,S72.462J,45608226
C2858880,ENG,P,L9398987,PF,S11631944,N,A17819829,,,S72.462P,ICD10CM,PT,S72.462P,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72462P,S72.462P,45540723
C2858887,ENG,P,L9358094,PF,S11631975,N,A17857919,,,S72.463C,ICD10CM,PT,S72.463C,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72463C,S72.463C,45574472
C2858889,ENG,P,L9409217,PF,S11631984,N,A17870786,,,S72.463E,ICD10CM,PT,S72.463E,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S72463E,S72.463E,45545552
C2858892,ENG,P,L9337709,PF,S11631981,N,A17819830,,,S72.463H,ICD10CM,PT,S72.463H,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S72463H,S72.463H,45555137
C2858909,ENG,P,L9340457,PF,S11655271,N,A17832664,,,S72.464H,ICD10CM,PT,S72.464H,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S72464H,S72.464H,45608229
C2858912,ENG,P,L9391590,PF,S11655273,N,A17857922,,,S72.464M,ICD10CM,PT,S72.464M,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S72464M,S72.464M,45584066
C2858917,ENG,P,L9340456,PF,S11655266,Y,A17781397,,,S72.464S,ICD10CM,PT,S72.464S,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, sequela",4,N,,,['Injury or Poisoning'],S72464S,S72.464S,45564729
C2858932,ENG,P,L9340455,PF,S11655255,N,A17781400,,,S72.465Q,ICD10CM,PT,S72.465Q,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72465Q,S72.465Q,45574475
C2858936,ENG,P,L9340458,PF,S11655280,Y,A17870791,,,S72.466A,ICD10CM,PT,S72.466A,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72466A,S72.466A,45540727
C2858940,ENG,P,L9340462,PF,S11655291,N,A17806990,,,S72.466E,ICD10CM,PT,S72.466E,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S72466E,S72.466E,45535890
C2858948,ENG,P,L9360925,PF,S11655285,N,A17819839,,,S72.466P,ICD10CM,PT,S72.466P,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72466P,S72.466P,45574477
C2858953,ENG,P,L9364309,PF,S11683360,Y,A17845375,,,S72.471,ICD10CM,HT,S72.471,Torus fracture of lower end of right femur,4,N,256.0,,['Injury or Poisoning'],S72471,S72.471,14961
C2858955,ENG,P,L10372737,PF,S12955617,Y,A20156901,,,S72.471D,ICD10CM,PT,S72.471D,"Torus fracture of lower end of right femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S72471D,S72.471D,45584070
C2858961,ENG,P,L9415363,PF,S11683311,N,A17794120,,,S72.472A,ICD10CM,PT,S72.472A,"Torus fracture of lower end of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72472A,S72.472A,45588931
C2858963,ENG,P,L10384146,PF,S12955588,Y,A20138842,,,S72.472G,ICD10CM,PT,S72.472G,"Torus fracture of lower end of left femur, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S72472G,S72.472G,45540728
C2858977,ENG,P,L9402198,PF,S11659619,N,A17806994,,,S72.491B,ICD10CM,PT,S72.491B,"Other fracture of lower end of right femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72491B,S72.491B,45569564
C2859024,ENG,P,L9371798,PF,S11659683,N,A17845384,,,S72.499R,ICD10CM,PT,S72.499R,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72499R,S72.499R,45564737
C2859046,ENG,P,L9340980,PF,S11659491,N,A18914507,,,S72.8X2C,ICD10CM,PT,S72.8X2C,"Other fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S728X2C,S72.8X2C,45603471
C2859048,ENG,P,L9392039,PF,S11659500,N,A18922332,,,S72.8X2E,ICD10CM,PT,S72.8X2E,"Other fracture of left femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S728X2E,S72.8X2E,45584078
C2859054,ENG,P,L9340981,PF,S11659499,N,A18919759,,,S72.8X2M,ICD10CM,PT,S72.8X2M,"Other fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S728X2M,S72.8X2M,45555142
C2859058,ENG,P,L9382059,PF,S11659502,N,A18914508,,,S72.8X2R,ICD10CM,PT,S72.8X2R,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S728X2R,S72.8X2R,45608238
C2859064,ENG,P,L9371867,PF,S11660218,N,A18911858,,,S72.8X9D,ICD10CM,PT,S72.8X9D,"Other fracture of unspecified femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S728X9D,S72.8X9D,45608239
C2859067,ENG,P,L9402275,PF,S11660215,N,A18924966,,,S72.8X9G,ICD10CM,PT,S72.8X9G,"Other fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",4,N,,,['Injury or Poisoning'],S728X9G,S72.8X9G,45550340
C2859092,ENG,P,L9375450,PF,S11690130,N,A18909230,,,S72.90XQ,ICD10CM,PT,S72.90XQ,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S7290XQ,S72.90XQ,45569571
C2859103,ENG,P,L9416075,PF,S11689595,N,A18919763,,,S72.91XH,ICD10CM,PT,S72.91XH,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S7291XH,S72.91XH,45584082
C2859106,ENG,P,L9354742,PF,S11689597,N,A18909232,,,S72.91XM,ICD10CM,PT,S72.91XM,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S7291XM,S72.91XM,45598648
C2859140,ENG,P,L9386178,PF,S11694518,N,A17819859,,,S73.001A,ICD10CM,PT,S73.001A,"Unspecified subluxation of right hip, initial encounter",4,N,,,['Injury or Poisoning'],S73001A,S73.001A,45598649
C2859144,ENG,P,L9416673,PF,S11694454,N,A17870820,,,S73.002A,ICD10CM,PT,S73.002A,"Unspecified subluxation of left hip, initial encounter",4,N,,,['Injury or Poisoning'],S73002A,S73.002A,45569574
C2859172,ENG,P,L9403936,PF,S11674002,N,A17857964,,,S73.013D,ICD10CM,PT,S73.013D,"Posterior subluxation of unspecified hip, subsequent encounter",4,N,,,['Injury or Poisoning'],S73013D,S73.013D,45555149
C2859200,ENG,P,L9391696,PF,S11656199,N,A17870829,,,S73.024S,ICD10CM,PT,S73.024S,"Obturator dislocation of right hip, sequela",4,N,,,['Injury or Poisoning'],S73024S,S73.024S,45569575
C2859213,ENG,P,L9371559,PF,S11657931,Y,A17845411,,,S73.031S,ICD10CM,PT,S73.031S,"Other anterior subluxation of right hip, sequela",4,N,,,['Injury or Poisoning'],S73031S,S73.031S,45545566
C2859216,ENG,P,L9381863,PF,S11657928,Y,A17807026,,,S73.032D,ICD10CM,PT,S73.032D,"Other anterior subluxation of left hip, subsequent encounter",4,N,,,['Injury or Poisoning'],S73032D,S73.032D,45598655
C2859217,ENG,P,L9391868,PF,S11657927,Y,A17832700,,,S73.032S,ICD10CM,PT,S73.032S,"Other anterior subluxation of left hip, sequela",4,N,,,['Injury or Poisoning'],S73032S,S73.032S,45555152
C2859219,ENG,P,L9391869,PF,S11657934,Y,A17832702,,,S73.033A,ICD10CM,PT,S73.033A,"Other anterior subluxation of unspecified hip, initial encounter",4,N,,,['Injury or Poisoning'],S73033A,S73.033A,45579262
C2859221,ENG,P,L9381864,PF,S11657935,Y,A17819870,,,S73.033S,ICD10CM,PT,S73.033S,"Other anterior subluxation of unspecified hip, sequela",4,N,,,['Injury or Poisoning'],S73033S,S73.033S,45550350
C2859225,ENG,P,L9371556,PF,S11657919,Y,A17845415,,,S73.034S,ICD10CM,PT,S73.034S,"Other anterior dislocation of right hip, sequela",4,N,,,['Injury or Poisoning'],S73034S,S73.034S,45588949
C2859230,ENG,P,L9371558,PF,S11657925,Y,A17794152,,,S73.036,ICD10CM,HT,S73.036,Other anterior dislocation of unspecified hip,4,N,256.0,,['Injury or Poisoning'],S73036,S73.036,14996
C2859231,ENG,P,L9340789,PF,S11657922,Y,A17781437,,,S73.036A,ICD10CM,PT,S73.036A,"Other anterior dislocation of unspecified hip, initial encounter",4,N,,,['Injury or Poisoning'],S73036A,S73.036A,45598657
C2859233,ENG,P,L9340790,PF,S11657923,Y,A17807027,,,S73.036S,ICD10CM,PT,S73.036S,"Other anterior dislocation of unspecified hip, sequela",4,N,,,['Injury or Poisoning'],S73036S,S73.036S,45584090
C2859238,ENG,P,L9397411,PF,S11619340,N,A17857969,,,S73.041S,ICD10CM,PT,S73.041S,"Central subluxation of right hip, sequela",4,N,,,['Injury or Poisoning'],S73041S,S73.041S,45559886
C2859249,ENG,P,L9366990,PF,S11619307,N,A17857970,,,S73.044D,ICD10CM,PT,S73.044D,"Central dislocation of right hip, subsequent encounter",4,N,,,['Injury or Poisoning'],S73044D,S73.044D,45579264
C2859281,ENG,P,L9359043,PF,S11639759,Y,A17794159,,,S73.119,ICD10CM,HT,S73.119,Iliofemoral ligament sprain of unspecified hip,4,N,256.0,,['Injury or Poisoning'],S73119,S73.119,15008
C2859294,ENG,P,L9349074,PF,S11642325,Y,A17794161,,,S73.129,ICD10CM,HT,S73.129,Ischiocapsular ligament sprain of unspecified hip,4,N,256.0,,['Injury or Poisoning'],S73129,S73.129,15011
C2859302,ENG,P,L9382806,PF,S11665265,Y,A17781453,,,S73.192,ICD10CM,HT,S73.192,Other sprain of left hip,4,N,256.0,,['Injury or Poisoning'],S73192,S73.192,15013
C2859308,ENG,P,L9341693,PF,S11665363,N,A17857979,,,S73.199D,ICD10CM,PT,S73.199D,"Other sprain of unspecified hip, subsequent encounter",4,N,,,['Injury or Poisoning'],S73199D,S73.199D,45574500
C2859317,ENG,P,L9348957,PF,S11641229,Y,A18906604,,,S74.01XS,ICD10CM,PT,S74.01XS,"Injury of sciatic nerve at hip and thigh level, right leg, sequela",4,N,,,['Injury or Poisoning'],S7401XS,S74.01XS,45598659
C2859319,ENG,P,L9389949,PF,S11641224,Y,A18924970,,,S74.02XA,ICD10CM,PT,S74.02XA,"Injury of sciatic nerve at hip and thigh level, left leg, initial encounter",4,N,,,['Injury or Poisoning'],S7402XA,S74.02XA,45540742
C2859333,ENG,P,L9338752,PF,S11640737,Y,A18919768,,,S74.12XS,ICD10CM,PT,S74.12XS,"Injury of femoral nerve at hip and thigh level, left leg, sequela",4,N,,,['Injury or Poisoning'],S7412XS,S74.12XS,45550355
C2859349,ENG,P,L9369573,PF,S11641045,Y,A18909238,,,S74.8X1S,ICD10CM,PT,S74.8X1S,"Injury of other nerves at hip and thigh level, right leg, sequela",4,N,,,['Injury or Poisoning'],S748X1S,S74.8X1S,45559895
C2859351,ENG,P,L9359208,PF,S11641040,Y,A18906607,,,S74.8X2A,ICD10CM,PT,S74.8X2A,"Injury of other nerves at hip and thigh level, left leg, initial encounter",4,N,,,['Injury or Poisoning'],S748X2A,S74.8X2A,45584095
C2859364,ENG,P,L9369618,PF,S11641374,Y,A18924979,,,S74.91XD,ICD10CM,PT,S74.91XD,"Injury of unspecified nerve at hip and thigh level, right leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S7491XD,S74.91XD,45559896
C2859369,ENG,P,L9400033,PF,S11641369,Y,A18906612,,,S74.92XS,ICD10CM,PT,S74.92XS,"Injury of unspecified nerve at hip and thigh level, left leg, sequela",4,N,,,['Injury or Poisoning'],S7492XS,S74.92XS,45545574
C2859373,ENG,P,L9375553,PF,S11690894,Y,A17819892,,,S75.001D,ICD10CM,PT,S75.001D,"Unspecified injury of femoral artery, right leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S75001D,S75.001D,45608253
C2859378,ENG,P,L9385760,PF,S11690889,Y,A17807045,,,S75.002S,ICD10CM,PT,S75.002S,"Unspecified injury of femoral artery, left leg, sequela",4,N,,,['Injury or Poisoning'],S75002S,S75.002S,45603488
C2859419,ENG,P,L9392645,PF,S11664585,Y,A17845440,,,S75.092D,ICD10CM,PT,S75.092D,"Other specified injury of femoral artery, left leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S75092D,S75.092D,45598664
C2859430,ENG,P,L9365249,PF,S11690904,Y,A17857991,,,S75.102,ICD10CM,HT,S75.102,"Unspecified injury of femoral vein at hip and thigh level, left leg",4,N,,,['Injury or Poisoning'],S75102,S75.102,15043
C2859431,ENG,P,L9354904,PF,S11690901,Y,A17832721,,,S75.102A,ICD10CM,PT,S75.102A,"Unspecified injury of femoral vein at hip and thigh level, left leg, initial encounter",4,N,,,['Injury or Poisoning'],S75102A,S75.102A,45608255
C2859433,ENG,P,L9365248,PF,S11690902,Y,A17870854,,,S75.102S,ICD10CM,PT,S75.102S,"Unspecified injury of femoral vein at hip and thigh level, left leg, sequela",4,N,,,['Injury or Poisoning'],S75102S,S75.102S,45540749
C2859435,ENG,P,L9405969,PF,S11690909,Y,A17832722,,,S75.109A,ICD10CM,PT,S75.109A,"Unspecified injury of femoral vein at hip and thigh level, unspecified leg, initial encounter",4,N,,,['Injury or Poisoning'],S75109A,S75.109A,45569588
C2859469,ENG,P,L9372401,PF,S11664608,Y,A17781474,,,S75.19,ICD10CM,HT,S75.19,Other specified injury of femoral vein at hip and thigh level,4,N,,,['Injury or Poisoning'],S7519,S75.19,1573708
C2859470,ENG,P,L9413180,PF,S11664603,Y,A17870859,,,S75.191,ICD10CM,HT,S75.191,"Other specified injury of femoral vein at hip and thigh level, right leg",4,N,,,['Injury or Poisoning'],S75191,S75.191,15051
C2859471,ENG,P,L9351755,PF,S11664600,Y,A17870860,,,S75.191A,ICD10CM,PT,S75.191A,"Other specified injury of femoral vein at hip and thigh level, right leg, initial encounter",4,N,,,['Injury or Poisoning'],S75191A,S75.191A,45555164
C2859485,ENG,P,L9405981,PF,S11691021,Y,A17832729,,,S75.201D,ICD10CM,PT,S75.201D,"Unspecified injury of greater saphenous vein at hip and thigh level, right leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S75201D,S75.201D,45603491
C2859487,ENG,P,L9416237,PF,S11691018,Y,A17819905,,,S75.202,ICD10CM,HT,S75.202,"Unspecified injury of greater saphenous vein at hip and thigh level, left leg",4,N,,,['Injury or Poisoning'],S75202,S75.202,15055
C2859503,ENG,P,L9349828,PF,S11648845,Y,A17781482,,,S75.212,ICD10CM,HT,S75.212,"Minor laceration of greater saphenous vein at hip and thigh level, left leg",4,N,,,['Injury or Poisoning'],S75212,S75.212,15058
C2859517,ENG,P,L9359874,PF,S11646622,Y,A17857999,,,S75.221S,ICD10CM,PT,S75.221S,"Major laceration of greater saphenous vein at hip and thigh level, right leg, sequela",4,N,,,['Injury or Poisoning'],S75221S,S75.221S,45559902
C2859547,ENG,P,L9344778,PF,S11691511,Y,A17832737,,,S75.802S,ICD10CM,PT,S75.802S,"Unspecified injury of other blood vessels at hip and thigh level, left leg, sequela",4,N,,,['Injury or Poisoning'],S75802S,S75.802S,45603497
C2859548,ENG,P,L9416298,PF,S11691521,Y,A17845459,,,S75.809,ICD10CM,HT,S75.809,"Unspecified injury of other blood vessels at hip and thigh level, unspecified leg",4,N,,,['Injury or Poisoning'],S75809,S75.809,15068
C2859563,ENG,P,L9349249,PF,S11643632,Y,A17781489,,,S75.819D,ICD10CM,PT,S75.819D,"Laceration of other blood vessels at hip and thigh level, unspecified leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S75819D,S75.819D,45584105
C2859567,ENG,P,L9402829,PF,S11664721,Y,A17845461,,,S75.891A,ICD10CM,PT,S75.891A,"Other specified injury of other blood vessels at hip and thigh level, right leg, initial encounter",4,N,,,['Injury or Poisoning'],S75891A,S75.891A,45545583
C2859570,ENG,P,L9372417,PF,S11664720,Y,A17807070,,,S75.892,ICD10CM,HT,S75.892,"Other specified injury of other blood vessels at hip and thigh level, left leg",4,N,,,['Injury or Poisoning'],S75892,S75.892,15073
C2859574,ENG,P,L9402832,PF,S11664728,Y,A17870872,,,S75.899,ICD10CM,HT,S75.899,"Other specified injury of other blood vessels at hip and thigh level, unspecified leg",4,N,,,['Injury or Poisoning'],S75899,S75.899,15074
C2859577,ENG,P,L9351771,PF,S11664726,Y,A17858012,,,S75.899S,ICD10CM,PT,S75.899S,"Other specified injury of other blood vessels at hip and thigh level, unspecified leg, sequela",4,N,,,['Injury or Poisoning'],S75899S,S75.899S,45603498
C2859586,ENG,P,L9406098,PF,S11692085,Y,A17858013,,,S75.902S,ICD10CM,PT,S75.902S,"Unspecified injury of unspecified blood vessel at hip and thigh level, left leg, sequela",4,N,,,['Injury or Poisoning'],S75902S,S75.902S,45608262
C2859596,ENG,P,L9349304,PF,S11644087,Y,A17870875,,,S75.912,ICD10CM,HT,S75.912,"Laceration of unspecified blood vessel at hip and thigh level, left leg",4,N,,,['Injury or Poisoning'],S75912,S75.912,15079
C2859602,ENG,P,L9349305,PF,S11644094,Y,A17845463,,,S75.919D,ICD10CM,PT,S75.919D,"Laceration of unspecified blood vessel at hip and thigh level, unspecified leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S75919D,S75.919D,45603500
C2859603,ENG,P,L9339112,PF,S11644093,Y,A17845464,,,S75.919S,ICD10CM,PT,S75.919S,"Laceration of unspecified blood vessel at hip and thigh level, unspecified leg, sequela",4,N,,,['Injury or Poisoning'],S75919S,S75.919S,45550365
C2859625,ENG,P,L9344765,PF,S11691405,Y,A17781499,,,S76.002A,ICD10CM,PT,S76.002A,"Unspecified injury of muscle, fascia and tendon of left hip, initial encounter",4,N,,,['Injury or Poisoning'],S76002A,S76.002A,45555173
C2859632,ENG,P,L9404700,VC,S11680455,Y,A17807075,,,S76.01,ICD10CM,HT,S76.01,"Strain of muscle, fascia and tendon of hip",4,N,,,['Injury or Poisoning'],S7601,S76.01,1573725
C2859642,ENG,P,L9594795,PF,S12057421,Y,A18906614,,,S76.019A,ICD10CM,PT,S76.019A,"Strain of muscle, fascia and tendon of unspecified hip, initial encounter",4,N,,,['Injury or Poisoning'],S76019A,S76.019A,45574511
C2859657,ENG,P,L9596716,PF,S12055007,Y,A18924980,,,S76.029S,ICD10CM,PT,S76.029S,"Laceration of muscle, fascia and tendon of unspecified hip, sequela",4,N,,,['Injury or Poisoning'],S76029S,S76.029S,45603504
C2859660,ENG,P,L9594093,PF,S12056191,Y,A18924981,,,S76.091A,ICD10CM,PT,S76.091A,"Other specified injury of muscle, fascia and tendon of right hip, initial encounter",4,N,,,['Injury or Poisoning'],S76091A,S76.091A,45588972
C2859663,ENG,P,L9594092,PF,S12056190,Y,A18914521,,,S76.092,ICD10CM,HT,S76.092,"Other specified injury of muscle, fascia and tendon of left hip",4,N,,,['Injury or Poisoning'],S76092,S76.092,15094
C2859699,ENG,P,L9380152,VC,S11643918,Y,A17845477,,,S76.12,ICD10CM,HT,S76.12,"Laceration of quadriceps muscle, fascia and tendon",4,N,,,['Injury or Poisoning'],S7612,S76.12,1573731
C2859708,ENG,P,L9593951,PF,S12055130,Y,A18906618,,,S76.129,ICD10CM,HT,S76.129,"Laceration of unspecified quadriceps muscle, fascia and tendon",4,N,,,['Injury or Poisoning'],S76129,S76.129,15104
C2859711,ENG,P,L9593406,PF,S12055128,Y,A18917157,,,S76.129S,ICD10CM,PT,S76.129S,"Laceration of unspecified quadriceps muscle, fascia and tendon, sequela",4,N,,,['Injury or Poisoning'],S76129S,S76.129S,45555179
C2859715,ENG,P,L9596308,PF,S12056261,Y,A18919776,,,S76.191D,ICD10CM,PT,S76.191D,"Other specified injury of right quadriceps muscle, fascia and tendon, subsequent encounter",4,N,,,['Injury or Poisoning'],S76191D,S76.191D,45579274
C2859717,ENG,P,L9595179,PF,S12056146,Y,A18911875,,,S76.192,ICD10CM,HT,S76.192,"Other specified injury of left quadriceps muscle, fascia and tendon",4,N,,,['Injury or Poisoning'],S76192,S76.192,15106
C2859719,ENG,P,L9592994,PF,S12056145,Y,A18922351,,,S76.192D,ICD10CM,PT,S76.192D,"Other specified injury of left quadriceps muscle, fascia and tendon, subsequent encounter",4,N,,,['Injury or Poisoning'],S76192D,S76.192D,45593841
C2859723,ENG,P,L9593013,PF,S12056343,Y,A18914523,,,S76.199D,ICD10CM,PT,S76.199D,"Other specified injury of unspecified quadriceps muscle, fascia and tendon, subsequent encounter",4,N,,,['Injury or Poisoning'],S76199D,S76.199D,45535924
C2859724,ENG,P,L9596326,PF,S12056342,Y,A18917158,,,S76.199S,ICD10CM,PT,S76.199S,"Other specified injury of unspecified quadriceps muscle, fascia and tendon, sequela",4,N,,,['Injury or Poisoning'],S76199S,S76.199S,45540761
C2859759,ENG,P,L9349137,PF,S11642823,N,A17832756,,,S76.222D,ICD10CM,PT,S76.222D,"Laceration of adductor muscle, fascia and tendon of left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76222D,S76.222D,45535929
C2859762,ENG,P,L9594511,PF,S12054941,N,A18906625,,,S76.229A,ICD10CM,PT,S76.229A,"Laceration of adductor muscle, fascia and tendon of unspecified thigh, initial encounter",4,N,,,['Injury or Poisoning'],S76229A,S76.229A,45559911
C2859772,ENG,P,L9402364,PF,S11660892,N,A17819948,,,S76.292D,ICD10CM,PT,S76.292D,"Other injury of adductor muscle, fascia and tendon of left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76292D,S76.292D,45574517
C2859774,ENG,P,L9596266,PF,S12055863,Y,A18909250,,,S76.299,ICD10CM,HT,S76.299,"Other injury of adductor muscle, fascia and tendon of unspecified thigh",4,N,,,['Injury or Poisoning'],S76299,S76.299,15119
C2859776,ENG,P,L9595157,PF,S12055862,N,A18922357,,,S76.299D,ICD10CM,PT,S76.299D,"Other injury of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76299D,S76.299D,45540764
C2859784,ENG,P,L9595395,PF,S12057848,Y,A18911878,,,S76.302,ICD10CM,HT,S76.302,"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh",4,N,,,['Injury or Poisoning'],S76302,S76.302,15121
C2859786,ENG,P,L9594287,PF,S12057847,Y,A18914527,,,S76.302D,ICD10CM,PT,S76.302D,"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76302D,S76.302D,45540766
C2859804,ENG,P,L9595909,PF,S12057418,Y,A18919783,,,S76.319S,ICD10CM,PT,S76.319S,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, unspecified thigh, sequela",4,N,,,['Injury or Poisoning'],S76319S,S76.319S,45535934
C2859809,ENG,P,L9596714,PF,S12054999,N,A18917166,,,S76.321S,ICD10CM,PT,S76.321S,"Laceration of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh, sequela",4,N,,,['Injury or Poisoning'],S76321S,S76.321S,45564763
C2859810,ENG,P,L9596713,PF,S12054997,Y,A18924988,,,S76.322,ICD10CM,HT,S76.322,"Laceration of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh",4,N,,,['Injury or Poisoning'],S76322,S76.322,15127
C2859821,ENG,P,L9596842,PF,S12056201,Y,A18911885,,,S76.391D,ICD10CM,PT,S76.391D,"Other specified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76391D,S76.391D,45574518
C2859832,ENG,P,L9594116,PF,S12057899,Y,A18919787,,,S76.80,ICD10CM,HT,S76.80,"Unspecified injury of other specified muscles, fascia and tendons at thigh level",4,N,,,['Injury or Poisoning'],S7680,S76.80,1573744
C2859852,ENG,P,L9596427,PF,S12057440,N,A18917170,,,S76.812D,ICD10CM,PT,S76.812D,"Strain of other specified muscles, fascia and tendons at thigh level, left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76812D,S76.812D,45545593
C2859863,ENG,P,L9592868,PF,S12055039,Y,A18914535,,,S76.822,ICD10CM,HT,S76.822,"Laceration of other specified muscles, fascia and tendons at thigh level, left thigh",4,N,,,['Injury or Poisoning'],S76822,S76.822,15139
C2859870,ENG,P,L9595068,PF,S12055045,Y,A18906636,,,S76.829S,ICD10CM,PT,S76.829S,"Laceration of other specified muscles, fascia and tendons at thigh level, unspecified thigh, sequela",4,N,,,['Injury or Poisoning'],S76829S,S76.829S,45564768
C2859875,ENG,P,L9594620,PF,S12055897,N,A18906638,,,S76.891S,ICD10CM,PT,S76.891S,"Other injury of other specified muscles, fascia and tendons at thigh level, right thigh, sequela",4,N,,,['Injury or Poisoning'],S76891S,S76.891S,45564769
C2859889,ENG,P,L9595978,PF,S12057990,Y,A18925000,,,S76.901S,ICD10CM,PT,S76.901S,"Unspecified injury of unspecified muscles, fascia and tendons at thigh level, right thigh, sequela",4,N,,,['Injury or Poisoning'],S76901S,S76.901S,45540771
C2859898,ENG,P,L9343564,PF,S12057504,Y,A18911896,,,S76.91,ICD10CM,HT,S76.91,"Strain of unspecified muscles, fascia and tendons at thigh level",4,N,,,['Injury or Poisoning'],S7691,S76.91,1573750
C2859905,ENG,P,L9594801,PF,S12057494,Y,A18914539,,,S76.912D,ICD10CM,PT,S76.912D,"Strain of unspecified muscles, fascia and tendons at thigh level, left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76912D,S76.912D,45564770
C2859908,ENG,P,L9595355,PF,S12057500,Y,A18925006,,,S76.919A,ICD10CM,PT,S76.919A,"Strain of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, initial encounter",4,N,,,['Injury or Poisoning'],S76919A,S76.919A,45555184
