CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,PREFIX_CODE,ICD10CMCode,concept_code,concept_id,domain_id
C0033774,ENG,S,L0882385,PF,S1000512,N,A17852317,,,L29.9,ICD10CM,PT,L29.9,"Pruritus, unspecified",4,N,256.0,,['Sign or Symptom'],L29,L299,L29.9,35208496,Condition
C0033806,ENG,P,L0033806,PF,S0078133,N,A17786877,,,E20.1,ICD10CM,PT,E20.1,Pseudohypoparathyroidism,4,N,256.0,,['Disease or Syndrome'],E20,E201,E20.1,35206895,Condition
C0034013,ENG,P,L0034013,VC,S0001705,N,A17863490,,,E30.1,ICD10CM,PT,E30.1,Precocious puberty,4,N,256.0,,['Disease or Syndrome'],E30,E301,E30.1,35206944,Condition
C0034139,ENG,S,L0815983,PF,S0860882,N,A17786976,,,E79.9,ICD10CM,PT,E79.9,"Disorder of purine and pyrimidine metabolism, unspecified",4,N,,,['Disease or Syndrome'],E79,E799,E79.9,35207071,Condition
C0034888,ENG,P,L0034888,VC,S0399775,N,A17813956,,,K62.3,ICD10CM,PT,K62.3,Rectal prolapse,4,N,256.0,,['Disease or Syndrome'],K62,K623,K62.3,35208308,Condition
C0035078,ENG,S,L9406145,PF,S11692511,Y,A17853518,,,N19,ICD10CM,PT,N19,Unspecified kidney failure,4,N,256.0,,['Disease or Syndrome'],N19,N19,N19,35209280,Condition
C0035220,ENG,P,L0035221,VO,S0725465,N,A17866881,,,P22.0,ICD10CM,PT,P22.0,Respiratory distress syndrome of newborn,4,N,256.0,,['Disease or Syndrome'],P22,P220,P22.0,35210484,Condition
C0035220,ENG,S,L0816931,PF,S1011914,N,A17777396,,,P22.9,ICD10CM,PT,P22.9,"Respiratory distress of newborn, unspecified",4,N,,,['Disease or Syndrome'],P22,P229,P22.9,35210487,Condition
C0035222,ENG,S,L0492720,PF,S0585552,N,A17800896,,,J80,ICD10CM,PT,J80,Acute respiratory distress syndrome,4,N,256.0,,['Disease or Syndrome'],J80,J80,J80,35208069,Condition
C0035238,ENG,S,L0795427,PF,S0845401,N,A17828770,,,Q34.9,ICD10CM,PT,Q34.9,"Congenital malformation of respiratory system, unspecified",4,N,,,['Congenital Abnormality'],Q34,Q349,Q34.9,35210893,Condition
C0035460,ENG,P,L0035460,VCW,S0412513,N,A17864714,,,J30.0,ICD10CM,PT,J30.0,Vasomotor rhinitis,4,N,256.0,,['Disease or Syndrome'],J30,J300,J30.0,35207971,Condition
C0035921,ENG,P,L0035921,VC,S0622907,N,A17866898,,,P35.0,ICD10CM,PT,P35.0,Congenital rubella syndrome,4,N,256.0,,['Disease or Syndrome'],P35,P350,P35.0,35210522,Condition
C0036130,ENG,S,L0884290,PF,S11677337,Y,A17776924,,,N70.91,ICD10CM,PT,N70.91,"Salpingitis, unspecified",4,N,256.0,,['Disease or Syndrome'],N70,N7091,N70.91,45567857,Condition
C0036161,ENG,P,L0036161,VC,S0510076,N,A17774161,,,E75.01,ICD10CM,PT,E75.01,Sandhoff disease,4,N,256.0,,['Disease or Syndrome'],E75,E7501,E75.01,45576472,Condition
C0036220,ENG,S,L0589471,PF,S0671696,N,A17825011,,,C46.9,ICD10CM,PT,C46.9,"Kaposi's sarcoma, unspecified",4,N,256.0,,['Neoplastic Process'],C46,C469,C46.9,35206218,Condition
C0036323,ENG,S,L0606692,VCW,S0732805,N,A17824906,,,B65.9,ICD10CM,PT,B65.9,"Schistosomiasis, unspecified",4,N,256.0,,['Disease or Syndrome'],B65,B659,B65.9,35205929,Condition
C0036351,ENG,P,L0036351,PF,S0217947,N,A17787077,,,F20.5,ICD10CM,PT,F20.5,Residual schizophrenia,4,N,256.0,,['Mental or Behavioral Dysfunction'],F20,F205,F20.5,35207130,Condition
C0036396,ENG,S,L9404413,PF,S11678134,Y,A17789012,,,M54.30,ICD10CM,PT,M54.30,"Sciatica, unspecified side",4,N,256.0,,['Sign or Symptom'],M54,M5430,M54.30,45553204,Condition
C0036421,ENG,S,L0036433,PF,S0000496,N,A17801739,,,M34.0,ICD10CM,PT,M34.0,Progressive systemic sclerosis,4,N,256.0,,['Disease or Syndrome'],M34,M340,M34.0,35208828,Condition
C0036421,ENG,S,L0884526,PF,S1039868,N,A17814656,,,M34.9,ICD10CM,PT,M34.9,"Systemic sclerosis, unspecified",4,N,256.0,,['Disease or Syndrome'],M34,M349,M34.9,35208831,Condition
C0036472,ENG,S,L0820572,PF,S1051553,N,A17773508,,,A75.3,ICD10CM,PT,A75.3,Typhus fever due to Rickettsia tsutsugamushi,4,N,256.0,,['Disease or Syndrome'],A75,A753,A75.3,35205646,Condition
C0036857,ENG,P,L9985714,VO,S12493477,N,A20151793,,,F72,ICD10CM,PT,F72,Severe intellectual disabilities,4,N,256.0,,['Mental or Behavioral Dysfunction'],F72,F72,F72,35207240,Condition
C0036916,ENG,S,L0562261,PF,S0752884,N,A17862786,,,A64,ICD10CM,PT,A64,Unspecified sexually transmitted disease,4,N,256.0,,['Disease or Syndrome'],A64,A64,A64,35205613,Condition
C0037650,ENG,S,L0563082,PF,S0737101,N,A17812743,,,F45.9,ICD10CM,PT,F45.9,"Somatoform disorder, unspecified",4,N,256.0,,['Mental or Behavioral Dysfunction'],F45,F459,F45.9,35207189,Condition
C0038017,ENG,P,L0038017,PF,S0478492,N,A17816101,,,Q76.2,ICD10CM,PT,Q76.2,Congenital spondylolisthesis,4,N,256.0,,['Congenital Abnormality'],Q76,Q762,Q76.2,35211111,Condition
C0038034,ENG,S,L0607691,PF,S0738153,N,A17850294,,,B42.9,ICD10CM,PT,B42.9,"Sporotrichosis, unspecified",4,N,256.0,,['Disease or Syndrome'],B42,B429,B42.9,35205855,Condition
C0038986,ENG,S,L0815577,PF,S0867581,N,A17775698,,,L74.9,ICD10CM,PT,L74.9,"Eccrine sweat disorder, unspecified",4,N,256.0,,['Disease or Syndrome'],L74,L749,L74.9,35208649,Condition
C0039070,ENG,S,L0039071,PF,S0218863,N,A17867217,,,R55,ICD10CM,PT,R55,Syncope and collapse,4,N,,,['Sign or Symptom'],R55,R55,R55,35211391,Condition
C0039090,ENG,P,L0039090,PF,S0090603,N,A17837573,,,B83.3,ICD10CM,PT,B83.3,Syngamiasis,4,N,256.0,,['Disease or Syndrome'],B83,B833,B83.3,35205989,Condition
C0039131,ENG,S,L0551171,PF,S0622969,N,A17773475,,,A50.9,ICD10CM,PT,A50.9,"Congenital syphilis, unspecified",4,N,256.0,,['Disease or Syndrome'],A50,A509,A50.9,35205584,Condition
C0039223,ENG,P,L0039223,VC,S0408861,N,A17811839,,,A52.11,ICD10CM,PT,A52.11,Tabes dorsalis,4,N,256.0,,['Disease or Syndrome'],A52,A5211,A52.11,45571436,Condition
C0039685,ENG,P,L0039685,PF,S0092683,N,A17803071,,,Q21.3,ICD10CM,PT,Q21.3,Tetralogy of Fallot,4,N,256.0,,['Congenital Abnormality'],Q21,Q213,Q21.3,35210803,Condition
C0039730,ENG,S,L0886603,PF,S1044825,N,A17837939,,,D56.9,ICD10CM,PT,D56.9,"Thalassemia, unspecified",4,N,256.0,,['Disease or Syndrome'],D56,D569,D56.9,35206723,Condition
C0040149,ENG,P,L0040149,PF,S0217810,N,A17774041,,,E06.1,ICD10CM,PT,E06.1,Subacute thyroiditis,4,N,256.0,,['Disease or Syndrome'],E06,E061,E06.1,35206866,Condition
C0040188,ENG,S,L0563091,PF,S0746385,N,A17774344,,,F95.9,ICD10CM,PT,F95.9,"Tic disorder, unspecified",4,N,256.0,,['Mental or Behavioral Dysfunction'],F95,F959,F95.9,35207284,Condition
C0040264,ENG,S,L9384895,PF,S11683285,Y,A17826276,,,H93.19,ICD10CM,PT,H93.19,"Tinnitus, unspecified ear",4,N,256.0,,['Disease or Syndrome'],H93,H9319,H93.19,45557528,Observation
C0040412,ENG,S,L0032245,PF,S0218400,N,A17852135,,,K14.5,ICD10CM,PT,K14.5,Plicated tongue,4,N,256.0,,['Anatomical Abnormality'],K14,K145,K14.5,35208184,Condition
C0040479,ENG,P,L1223570,VC,S1046977,N,A34619373,,,I47.21,ICD10CM,PT,I47.21,Torsades de pointes,4,N,256.0,,['Disease or Syndrome'],I47,I4721,I47.21,37402503,Condition
C0040485,ENG,P,L0040485,PF,S0094304,N,A17865657,,,M43.6,ICD10CM,PT,M43.6,Torticollis,4,N,256.0,,['Sign or Symptom'],M43,M436,M43.6,35208859,Condition
C0040750,ENG,S,L0754409,PF,S0821318,N,A17786139,,,Z94.6,ICD10CM,PT,Z94.6,Bone transplant status,4,N,256.0,,['Finding'],Z94,Z946,Z94.6,35225410,Condition
C0040921,ENG,S,L0609032,PF,S0748798,N,A17824802,,,A59.9,ICD10CM,PT,A59.9,"Trichomoniasis, unspecified",4,N,256.0,,['Disease or Syndrome'],A59,A599,A59.9,35205608,Condition
C0040948,ENG,S,L0040945,PF,S0000387,N,A17773616,,,B81.2,ICD10CM,PT,B81.2,Trichostrongyliasis,4,N,256.0,,['Disease or Syndrome'],B81,B812,B81.2,35205980,Condition
C0041207,ENG,S,L0721274,PF,S0843257,N,A17828742,,,Q20.0,ICD10CM,PT,Q20.0,Common arterial trunk,4,N,256.0,,['Congenital Abnormality'],Q20,Q200,Q20.0,35210791,Condition
C0041349,ENG,S,L0814707,PF,S1010279,N,A17776869,,,N15.9,ICD10CM,PT,N15.9,"Renal tubulo-interstitial disease, unspecified",4,N,256.0,,['Disease or Syndrome'],N15,N159,N15.9,35209267,Condition
C0042133,ENG,S,L0591029,PF,S0675695,N,A17812313,,,D25.9,ICD10CM,PT,D25.9,"Leiomyoma of uterus, unspecified",4,N,,,['Neoplastic Process'],D25,D259,D25.9,35206579,Condition
C0042237,ENG,S,L0180419,PF,S0244942,N,A17837684,,,C52,ICD10CM,PT,C52,Malignant neoplasm of vagina,4,N,256.0,,['Neoplastic Process'],C52,C52,C52,35206242,Condition
C0042548,ENG,P,L0032097,PF,S0003312,N,A17786332,,,B07.0,ICD10CM,PT,B07.0,Plantar wart,4,N,256.0,,['Disease or Syndrome'],B07,B070,B07.0,45552210,Condition
C0042842,ENG,S,L0211967,VCW,S1060428,N,A17825431,,,E50.9,ICD10CM,PT,E50.9,"Vitamin A deficiency, unspecified",4,N,256.0,,['Disease or Syndrome'],E50,E509,E50.9,35206981,Condition
C0042900,ENG,P,L0042900,PF,S0099336,N,A17801199,,,L80,ICD10CM,PT,L80,Vitiligo,4,N,256.0,,['Disease or Syndrome'],L80,L80,L80,35208655,Condition
C0042909,ENG,S,L9396261,PF,S11695665,Y,A17774772,,,H43.10,ICD10CM,PT,H43.10,"Vitreous hemorrhage, unspecified eye",4,N,256.0,,['Pathologic Function'],H43,H4310,H43.10,45581676,Condition
C0042963,ENG,S,L9416820,PF,S11695686,Y,A17828939,,,R11.10,ICD10CM,PT,R11.10,"Vomiting, unspecified",4,N,,,['Sign or Symptom'],R11,R1110,R11.10,45602008,Condition
C0042979,ENG,P,L0042979,PF,S0099514,N,A17787148,,,F65.3,ICD10CM,PT,F65.3,Voyeurism,4,N,256.0,,['Mental or Behavioral Dysfunction'],F65,F653,F65.3,35207232,Condition
C0043395,ENG,S,L0573557,PF,S0758675,N,A17811905,,,A95.9,ICD10CM,PT,A95.9,"Yellow fever, unspecified",4,N,256.0,,['Disease or Syndrome'],A95,A959,A95.9,35205713,Condition
C0043397,ENG,S,L0301516,PF,S0003546,N,A17824831,,,A95.0,ICD10CM,PT,A95.0,Sylvatic yellow fever,4,N,256.0,,['Disease or Syndrome'],A95,A950,A95.0,35205711,Condition
C0079951,ENG,P,L0079951,PF,S0218308,N,A17775365,,,J39.2,ICD10CM,PT,J39.2,Other diseases of pharynx,4,N,256.0,,['Disease or Syndrome'],J39,J392,J39.2,35208009,Condition
C0085280,ENG,P,L0085513,VC,S0469668,N,A35632838,,,Q44.71,ICD10CM,PT,Q44.71,Alagille syndrome,4,N,256.0,,['Congenital Abnormality'],Q44,Q4471,Q44.71,785877,Condition
C0085606,ENG,S,L0318941,VO,S3162503,Y,A17777733,,,R39.15,ICD10CM,PT,R39.15,Urgency of urination,4,N,256.0,,['Sign or Symptom'],R39,R3915,R39.15,45582704,Condition
C0085614,ENG,P,L0182565,VCW,S0811926,N,A17839101,,,I44.0,ICD10CM,PT,I44.0,"Atrioventricular block, first degree",4,N,256.0,,['Disease or Syndrome'],I44,I440,I44.0,35207766,Condition
C0085659,ENG,P,L0085185,PF,S0001961,N,A17826896,,,L53.2,ICD10CM,PT,L53.2,Erythema marginatum,4,N,256.0,,['Disease or Syndrome'],L53,L532,L53.2,35208552,Condition
C0085663,ENG,P,L0085412,PF,S0004977,N,A17825316,,,D72.822,ICD10CM,PT,D72.822,Plasmacytosis,4,N,256.0,,['Disease or Syndrome'],D72,D72822,D72.822,45581329,Condition
C0085677,ENG,S,L0181610,VCW,S0246149,N,A17787276,,,G62.1,ICD10CM,PT,G62.1,Alcoholic polyneuropathy,4,N,256.0,,['Disease or Syndrome'],G62,G621,G62.1,35207456,Condition
C0086543,ENG,S,L0041765,VCW,S0218116,N,A17800255,,,H26.9,ICD10CM,PT,H26.9,Unspecified cataract,4,N,256.0,,['Disease or Syndrome'],H26,H269,H26.9,35207545,Condition
C0149875,ENG,P,L0159700,PF,S0397547,N,A17776958,,,N94.4,ICD10CM,PT,N94.4,Primary dysmenorrhea,4,N,256.0,,['Disease or Syndrome'],N94,N944,N94.4,35209486,Condition
C0151611,ENG,S,L0661805,PF,S11610883,Y,A17790584,,,R94.01,ICD10CM,PT,R94.01,Abnormal electroencephalogram [EEG],4,N,,,['Finding'],R94,R9401,R94.01,45582732,Condition
C0152066,ENG,P,L0179098,PF,S0243606,N,A17799108,,,B48.0,ICD10CM,PT,B48.0,Lobomycosis,4,N,256.0,,['Disease or Syndrome'],B48,B480,B48.0,35205884,Condition
C0152068,ENG,S,L0566671,PF,S0636958,N,A17850320,,,B67.4,ICD10CM,PT,B67.4,"Echinococcus granulosus infection, unspecified",4,N,256.0,,['Disease or Syndrome'],B67,B674,B67.4,35205941,Condition
C0152090,ENG,S,L1693697,PF,S1905702,N,A17840213,,,M46.00,ICD10CM,PT,M46.00,"Spinal enthesopathy, site unspecified",4,N,256.0,,['Disease or Syndrome'],M46,M4600,M46.00,45553185,Condition
C0152264,ENG,P,L0391585,PF,S0485086,N,A17799559,,,D75.0,ICD10CM,PT,D75.0,Familial erythrocytosis,4,N,256.0,,['Disease or Syndrome'],D75,D750,D75.0,35206789,Condition
C0152431,ENG,P,L0179062,PF,S0243570,N,A20108921,,,Q65.82,ICD10CM,PT,Q65.82,Congenital coxa vara,4,N,256.0,,['Congenital Abnormality'],Q65,Q6582,Q65.82,45563259,Condition
C0152944,ENG,P,L0179777,PF,S0244292,N,A17862718,,,A21.1,ICD10CM,PT,A21.1,Oculoglandular tularemia,4,N,256.0,,['Disease or Syndrome'],A21,A211,A21.1,35205478,Condition
C0153017,ENG,S,L0568097,PF,S0759310,N,A17824844,,,B02.0,ICD10CM,PT,B02.0,Zoster encephalitis,4,N,256.0,,['Disease or Syndrome'],B02,B020,B02.0,35205737,Condition
C0153089,ENG,S,L0179922,VW,S0244440,Y,A17824860,,,B19.0,ICD10CM,PT,B19.0,Unspecified viral hepatitis with hepatic coma,4,N,256.0,,['Disease or Syndrome'],B19,B190,B19.0,35205774,Condition
C0153188,ENG,S,L0590723,PF,S0675212,N,A17798988,,,A52.9,ICD10CM,PT,A52.9,"Late syphilis, unspecified",4,N,256.0,,['Disease or Syndrome'],A52,A529,A52.9,35205593,Condition
C0153222,ENG,S,L0180055,PF,S0244577,N,A17837429,,,A54.6,ICD10CM,PT,A54.6,Gonococcal infection of anus and rectum,4,N,,,['Disease or Syndrome'],A54,A546,A54.6,35205598,Condition
C0153235,ENG,P,L1224054,PF,S0244590,N,A17850178,,,A66.2,ICD10CM,PT,A66.2,Other early skin lesions of yaws,4,N,256.0,,['Disease or Syndrome'],A66,A662,A66.2,35205617,Condition
C0153261,ENG,S,L0771097,PF,S0902660,N,A17824885,,,B39.4,ICD10CM,PT,B39.4,"Histoplasmosis capsulati, unspecified",4,N,256.0,,['Disease or Syndrome'],B39,B394,B39.4,35205839,Condition
C0153316,ENG,P,L0180149,PF,S0244672,Y,A17786269,,,A59.09,ICD10CM,PT,A59.09,Other urogenital trichomoniasis,4,N,256.0,,['Disease or Syndrome'],A59,A5909,A59.09,45547426,Condition
C0153349,ENG,S,L0594043,PF,S0684134,N,A17850355,,,C02.9,ICD10CM,PT,C02.9,"Malignant neoplasm of tongue, unspecified",4,N,,,['Neoplastic Process'],C02,C029,C02.9,35206063,Condition
C0153365,ENG,S,L0180198,PF,S0244721,N,A17837595,,,C03.0,ICD10CM,PT,C03.0,Malignant neoplasm of upper gum,4,N,256.0,,['Neoplastic Process'],C03,C030,C03.0,35206064,Condition
C0153375,ENG,P,L0180208,VO,S0244731,N,A17850356,,,C05.0,ICD10CM,PT,C05.0,Malignant neoplasm of hard palate,4,N,256.0,,['Neoplastic Process'],C05,C050,C05.0,35206071,Condition
C0153385,ENG,S,L0180218,VO,S0940624,N,A17824963,,,C09.1,ICD10CM,PT,C09.1,Malignant neoplasm of tonsillar pillar (anterior) (posterior),4,N,,,['Neoplastic Process'],C09,C091,C09.1,35206085,Condition
C0153427,ENG,P,L0180260,PF,S0244783,N,A17824977,,,C17.1,ICD10CM,PT,C17.1,Malignant neoplasm of jejunum,4,N,256.0,,['Neoplastic Process'],C17,C171,C17.1,35206125,Condition
C0153436,ENG,P,L0180269,PF,S0244792,N,A17824980,,,C18.7,ICD10CM,PT,C18.7,Malignant neoplasm of sigmoid colon,4,N,256.0,,['Neoplastic Process'],C18,C187,C18.7,35206137,Condition
C0153445,ENG,P,L0180278,PF,S0244801,N,A17786450,,,C21.1,ICD10CM,PT,C21.1,Malignant neoplasm of anal canal,4,N,256.0,,['Neoplastic Process'],C21,C211,C21.1,35206143,Condition
C0153446,ENG,S,L0504448,PF,S0683579,N,A17799193,,,C21.0,ICD10CM,PT,C21.0,"Malignant neoplasm of anus, unspecified",4,N,,,['Neoplastic Process'],C21,C210,C21.0,35206142,Condition
C0153453,ENG,S,L0180286,VO,S0940555,N,A17862990,,,C24.0,ICD10CM,PT,C24.0,Malignant neoplasm of extrahepatic bile duct,4,N,256.0,,['Neoplastic Process'],C24,C240,C24.0,35206154,Condition
C0153454,ENG,P,L0180287,PF,S0244810,N,A17850376,,,C24.1,ICD10CM,PT,C24.1,Malignant neoplasm of ampulla of Vater,4,N,256.0,,['Neoplastic Process'],C24,C241,C24.1,35206155,Condition
C0153470,ENG,P,L0180303,PF,S0244826,N,A17824985,,,C26.1,ICD10CM,PT,C26.1,Malignant neoplasm of spleen,4,N,256.0,,['Neoplastic Process'],C26,C261,C26.1,35206167,Condition
C0153502,ENG,P,L0180335,PF,S0244858,N,A17799211,,,C38.2,ICD10CM,PT,C38.2,Malignant neoplasm of posterior mediastinum,4,N,256.0,,['Neoplastic Process'],C38,C382,C38.2,35206188,Condition
C0153563,ENG,P,L0180396,VO,S11642570,Y,A17786473,,,C46.4,ICD10CM,PT,C46.4,Kaposi's sarcoma of gastrointestinal sites,4,N,256.0,,['Neoplastic Process'],C46,C464,C46.4,45566592,Condition
C0153569,ENG,P,L0180402,PF,S0244925,N,A17863044,,,C53.0,ICD10CM,PT,C53.0,Malignant neoplasm of endocervix,4,N,256.0,,['Neoplastic Process'],C53,C530,C53.0,35206243,Condition
C0153598,ENG,P,L0180431,PF,S0244954,N,A17825043,,,C60.0,ICD10CM,PT,C60.0,Malignant neoplasm of prepuce,4,N,256.0,,['Neoplastic Process'],C60,C600,C60.0,35206261,Condition
C0153606,ENG,S,L0578527,PF,S0683857,N,A17837699,,,C63.9,ICD10CM,PT,C63.9,"Malignant neoplasm of male genital organ, unspecified",4,N,,,['Neoplastic Process'],C63,C639,C63.9,35206270,Condition
C0153620,ENG,P,L0180453,PF,S0244976,N,A17837702,,,C68.0,ICD10CM,PT,C68.0,Malignant neoplasm of urethra,4,N,256.0,,['Neoplastic Process'],C68,C680,C68.0,35206284,Condition
C0153621,ENG,P,L0180454,PF,S0244977,N,A17825052,,,C68.1,ICD10CM,PT,C68.1,Malignant neoplasm of paraurethral glands,4,N,256.0,,['Neoplastic Process'],C68,C681,C68.1,35206285,Condition
C0153646,ENG,P,L0180479,PF,S0245002,N,A17850449,,,C72.0,ICD10CM,PT,C72.0,Malignant neoplasm of spinal cord,4,N,256.0,,['Neoplastic Process'],C72,C720,C72.0,35206301,Condition
C0153658,ENG,S,L0568256,PF,S0683722,N,A17799279,,,C75.9,ICD10CM,PT,C75.9,"Malignant neoplasm of endocrine gland, unspecified",4,N,,,['Neoplastic Process'],C75,C759,C75.9,35206312,Condition
C0153671,ENG,S,L0180504,VC,S0733428,Y,A17825065,,,C77.3,ICD10CM,PT,C77.3,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,4,N,,,['Neoplastic Process'],C77,C773,C77.3,35206322,Condition
C0153678,ENG,S,L0180511,PF,S0245034,N,A17786535,,,C78.2,ICD10CM,PT,C78.2,Secondary malignant neoplasm of pleura,4,N,256.0,,['Neoplastic Process'],C78,C782,C78.2,35206328,Condition
C0153684,ENG,P,L0180517,PF,S0245040,N,A17863089,,,C79.89,ICD10CM,PT,C79.89,Secondary malignant neoplasm of other specified sites,4,N,256.0,,['Neoplastic Process'],C79,C7989,C79.89,45532939,Condition
C0153715,ENG,S,L0736194,VO,S11616721,Y,A17863134,,,C83.74,ICD10CM,PT,C83.74,"Burkitt lymphoma, lymph nodes of axilla and upper limb",4,N,,,['Neoplastic Process'],C83,C8374,C83.74,45605309,Condition
C0153717,ENG,P,L0761313,VO,S11616719,Y,A17812199,,,C83.76,ICD10CM,PT,C83.76,"Burkitt lymphoma, intrapelvic lymph nodes",4,N,256.0,,['Neoplastic Process'],C83,C8376,C83.76,45547541,Condition
C0153760,ENG,P,L11213929,VC,S16474222,Y,A27153847,,,C81.11,ICD10CM,PT,C81.11,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",4,N,,,['Neoplastic Process'],C81,C8111,C81.11,45561839,Condition
C0153779,ENG,P,L13486261,VO,S16473797,Y,A27155378,,,C81.34,ICD10CM,PT,C81.34,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",4,N,,,['Neoplastic Process'],C81,C8134,C81.34,45547531,Condition
C0153869,ENG,P,L0180702,PF,S0245225,N,A17786607,,,C90.01,ICD10CM,PT,C90.01,Multiple myeloma in remission,4,N,256.0,,['Neoplastic Process'],C90,C9001,C90.01,45581251,Condition
C0153939,ENG,S,L0180772,PF,S0245298,N,A17863226,,,D10.7,ICD10CM,PT,D10.7,Benign neoplasm of hypopharynx,4,N,256.0,,['Neoplastic Process'],D10,D107,D10.7,35206504,Condition
C0153952,ENG,P,L0180785,PF,S0245311,N,A17812286,,,D14.1,ICD10CM,PT,D14.1,Benign neoplasm of larynx,4,N,256.0,,['Neoplastic Process'],D14,D141,D14.1,35206528,Condition
C0153965,ENG,P,L0180798,PF,S0598722,N,A17825192,,,D16.8,ICD10CM,PT,D16.8,"Benign neoplasm of pelvic bones, sacrum and coccyx",4,N,256.0,,['Neoplastic Process'],D16,D168,D16.8,35206540,Condition
C0154044,ENG,P,L0180877,PF,S0245404,N,A17773934,,,D35.5,ICD10CM,PT,D35.5,Benign neoplasm of carotid body,4,N,256.0,,['Neoplastic Process'],D35,D355,D35.5,35206613,Condition
C0154050,ENG,P,L0180883,VO,S0245410,N,A17825196,,,D18.02,ICD10CM,PT,D18.02,Hemangioma of intracranial structures,4,N,256.0,,['Neoplastic Process'],D18,D1802,D18.02,45537898,Condition
C0154057,ENG,S,L0536668,PF,S0613871,N,A17863209,,,D01.9,ICD10CM,PT,D01.9,"Carcinoma in situ of digestive organ, unspecified",4,N,,,['Neoplastic Process'],D01,D019,D01.9,35206465,Condition
C0154060,ENG,P,L0180893,PF,S0245420,N,A17863206,,,D00.2,ICD10CM,PT,D00.2,Carcinoma in situ of stomach,4,N,256.0,,['Neoplastic Process'],D00,D002,D00.2,35206458,Condition
C0154061,ENG,P,L0180894,PF,S0245421,N,A17812261,,,D01.0,ICD10CM,PT,D01.0,Carcinoma in situ of colon,4,N,256.0,,['Neoplastic Process'],D01,D010,D01.0,35206459,Condition
C0154070,ENG,P,L0180903,PF,S0245430,N,A17773862,,,D02.1,ICD10CM,PT,D02.1,Carcinoma in situ of trachea,4,N,256.0,,['Neoplastic Process'],D02,D021,D02.1,35206467,Condition
C0154088,ENG,P,L0180921,PF,S0245448,N,A17850591,,,D07.5,ICD10CM,PT,D07.5,Carcinoma in situ of prostate,4,N,256.0,,['Neoplastic Process'],D07,D075,D07.5,35206493,Condition
C0154192,ENG,P,L0181030,PF,S0245558,N,A17850821,,,E16.8,ICD10CM,PT,E16.8,Other specified disorders of pancreatic internal secretion,4,N,256.0,,['Disease or Syndrome'],E16,E168,E16.8,35206892,Condition
C0154234,ENG,S,L0181072,VC,S0245600,N,A17812513,,,E50.3,ICD10CM,PT,E50.3,Vitamin A deficiency with corneal ulceration and xerosis,4,N,,,['Disease or Syndrome'],E50,E503,E50.3,35206975,Condition
C0154286,ENG,P,L0181125,VW,S0245654,N,A17825263,,,D50.0,ICD10CM,PT,D50.0,Iron deficiency anemia secondary to blood loss (chronic),4,N,,,['Disease or Syndrome'],D50,D500,D50.0,35206692,Condition
C0154522,ENG,P,L0181366,PF,S0245899,N,A28399194,,,F12.11,ICD10CM,PT,F12.11,"Cannabis abuse, in remission",4,N,256.0,,['Mental or Behavioral Dysfunction'],F12,F1211,F12.11,1326499,Condition
C0154640,ENG,P,L0181484,PF,S0246019,N,A17863733,,,G00.3,ICD10CM,PT,G00.3,Staphylococcal meningitis,4,N,256.0,,['Disease or Syndrome'],G00,G003,G00.3,35207296,Condition
C0154693,ENG,S,L0495839,VC,S11636684,Y,A17838501,,,G81.00,ICD10CM,PT,G81.00,Flaccid hemiplegia affecting unspecified side,4,N,,,['Disease or Syndrome'],G81,G8100,G81.00,45605573,Condition
C0154733,ENG,S,L0801029,PF,S0861012,N,A17774431,,,G52.7,ICD10CM,PT,G52.7,Disorders of multiple cranial nerves,4,N,256.0,,['Disease or Syndrome'],G52,G527,G52.7,35207426,Condition
C0154742,ENG,S,L9594049,PF,S12055944,Y,A18924192,,,G56.10,ICD10CM,PT,G56.10,"Other lesions of median nerve, unspecified upper limb",4,N,256.0,,['Pathologic Function'],G56,G5610,G56.10,45600796,Condition
C0154763,ENG,P,L0181612,PF,S0246151,N,A17774445,,,G62.2,ICD10CM,PT,G62.2,Polyneuropathy due to other toxic agents,4,N,256.0,,['Disease or Syndrome'],G62,G622,G62.2,35207457,Condition
C0154843,ENG,S,L9355466,PF,S11695522,Y,A17826047,,,H34.829,ICD10CM,PT,H34.829,"Venous engorgement, unspecified eye",4,N,256.0,,['Pathologic Function'],H34,H34829,H34.829,45581650,Condition
C0154864,ENG,P,L0181715,PF,S0246256,Y,A17800322,,,H35.53,ICD10CM,PT,H35.53,Other dystrophies primarily involving the sensory retina,4,N,,,['Disease or Syndrome'],H35,H3553,H35.53,45571958,Condition
C0155002,ENG,S,L9404911,PF,S11682114,Y,A17851601,,,H53.139,ICD10CM,PT,H53.139,"Sudden visual loss, unspecified eye",4,N,256.0,,['Sign or Symptom'],H53,H53139,H53.139,45572013,Condition
C0155004,ENG,P,L0181861,VC,S0246414,Y,A17826158,,,H53.15,ICD10CM,PT,H53.15,Visual distortions of shape and size,4,N,,,['Sign or Symptom'],H53,H5315,H53.15,45600961,Condition
