code,code_type,description,concept_id,code_class
C50.921,ICD10CM,Malignant neoplasm of unspecified site of right male breast,45571523,solidtum
C57.01,ICD10CM,Malignant neoplasm of right fallopian tube,45566607,solidtum
C57.02,ICD10CM,Malignant neoplasm of left fallopian tube,45595672,solidtum
C62.90,ICD10CM,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",45532919,solidtum
C63.01,ICD10CM,Malignant neoplasm of right epididymis,45547510,solidtum
C66.1,ICD10CM,Malignant neoplasm of right ureter,45532923,solidtum
C69.30,ICD10CM,Malignant neoplasm of unspecified choroid,45590916,solidtum
C69.31,ICD10CM,Malignant neoplasm of right choroid,45532927,solidtum
C72.40,ICD10CM,Malignant neoplasm of unspecified acoustic nerve,45605286,solidtum
C72.41,ICD10CM,Malignant neoplasm of right acoustic nerve,45586023,solidtum
C74.00,ICD10CM,Malignant neoplasm of cortex of unspecified adrenal gland,45600522,solidtum
C76.42,ICD10CM,Malignant neoplasm of left upper limb,45600524,solidtum
C76.50,ICD10CM,Malignant neoplasm of unspecified lower limb,45600525,solidtum
C56.2,ICD10CM,Malignant neoplasm of left ovary,45532915,solidtum
C56.3,ICD10CM,Malignant neoplasm of bilateral ovaries,766339,solidtum
C06.1,ICD10CM,Malignant neoplasm of vestibule of mouth,35206077,solidtum
C10.9,ICD10CM,"Malignant neoplasm of oropharynx, unspecified",35206094,solidtum
C11.9,ICD10CM,"Malignant neoplasm of nasopharynx, unspecified",35206100,solidtum
C11.2,ICD10CM,Malignant neoplasm of lateral wall of nasopharynx,35206097,solidtum
C48.0,ICD10CM,Malignant neoplasm of retroperitoneum,35206226,solidtum
C48.2,ICD10CM,"Malignant neoplasm of peritoneum, unspecified",35206228,solidtum
C38.1,ICD10CM,Malignant neoplasm of anterior mediastinum,35206187,solidtum
C43.0,ICD10CM,Malignant melanoma of lip,35206200,solidtum
C46.1,ICD10CM,Kaposi's sarcoma of soft tissue,35206214,solidtum
C46.3,ICD10CM,Kaposi's sarcoma of lymph nodes,35206216,solidtum
C55,ICD10CM,"Malignant neoplasm of uterus, part unspecified",35206253,solidtum
C63.2,ICD10CM,Malignant neoplasm of scrotum,35206267,solidtum
C22.2,ICD10CM,Hepatoblastoma,35206148,solidtum
C43.4,ICD10CM,Malignant melanoma of scalp and neck,35206201,solidtum
C22.7,ICD10CM,Other specified carcinomas of liver,35206151,solidtum
C49.9,ICD10CM,"Malignant neoplasm of connective and soft tissue, unspecified",35206236,solidtum
C46.7,ICD10CM,Kaposi's sarcoma of other sites,35206217,solidtum
C57.7,ICD10CM,Malignant neoplasm of other specified female genital organs,35206257,solidtum
C70.9,ICD10CM,"Malignant neoplasm of meninges, unspecified",35206290,solidtum
C75.8,ICD10CM,"Malignant neoplasm with pluriglandular involvement, unspecified",35206311,solidtum
C25.8,ICD10CM,Malignant neoplasm of overlapping sites of pancreas,35206164,solidtum
C67.8,ICD10CM,Malignant neoplasm of overlapping sites of bladder,35206282,solidtum
C00.3,ICD10CM,"Malignant neoplasm of upper lip, inner aspect",35206050,solidtum
C00.8,ICD10CM,Malignant neoplasm of overlapping sites of lip,35206054,solidtum
C04.1,ICD10CM,Malignant neoplasm of lateral floor of mouth,35206068,solidtum
C10.1,ICD10CM,Malignant neoplasm of anterior surface of epiglottis,35206089,solidtum
C02.8,ICD10CM,Malignant neoplasm of overlapping sites of tongue,35206062,solidtum
C24.9,ICD10CM,"Malignant neoplasm of biliary tract, unspecified",35206157,solidtum
C09.9,ICD10CM,"Malignant neoplasm of tonsil, unspecified",35206087,solidtum
C45.0,ICD10CM,Mesothelioma of pleura,35206208,solidtum
C34.02,ICD10CM,Malignant neoplasm of left main bronchus,45532899,solidtum
C34.32,ICD10CM,"Malignant neoplasm of lower lobe, left bronchus or lung",45556973,solidtum
C40.00,ICD10CM,Malignant neoplasm of scapula and long bones of unspecified upper limb,45605267,solidtum
C50.012,ICD10CM,"Malignant neoplasm of nipple and areola, left female breast",45571519,solidtum
C50.029,ICD10CM,"Malignant neoplasm of nipple and areola, unspecified male breast",45542613,solidtum
C50.219,ICD10CM,Malignant neoplasm of upper-inner quadrant of unspecified female breast,45586011,solidtum
C50.311,ICD10CM,Malignant neoplasm of lower-inner quadrant of right female breast,45561815,solidtum
C50.421,ICD10CM,Malignant neoplasm of upper-outer quadrant of right male breast,45561818,solidtum
C50.511,ICD10CM,Malignant neoplasm of lower-outer quadrant of right female breast,45590909,solidtum
C50.512,ICD10CM,Malignant neoplasm of lower-outer quadrant of left female breast,45605276,solidtum
C50.521,ICD10CM,Malignant neoplasm of lower-outer quadrant of right male breast,45605277,solidtum
C50.529,ICD10CM,Malignant neoplasm of lower-outer quadrant of unspecified male breast,45537822,solidtum
C56.1,ICD10CM,Malignant neoplasm of right ovary,45571525,solidtum
C57.00,ICD10CM,Malignant neoplasm of unspecified fallopian tube,45586017,solidtum
C62.00,ICD10CM,Malignant neoplasm of unspecified undescended testis,45600515,solidtum
C62.01,ICD10CM,Malignant neoplasm of undescended right testis,45586018,solidtum
C72.21,ICD10CM,Malignant neoplasm of right olfactory nerve,45542622,solidtum
C72.32,ICD10CM,Malignant neoplasm of left optic nerve,45557009,solidtum
C76.8,ICD10CM,Malignant neoplasm of other specified ill-defined sites,35206318,solidtum
C49.A9,ICD10CM,Gastrointestinal stromal tumor of other sites,37200009,solidtum
C43.121,ICD10CM,"Malignant melanoma of left upper eyelid, including canthus",1595485,solidtum
C53.9,ICD10CM,"Malignant neoplasm of cervix uteri, unspecified",35206246,solidtum
C03.9,ICD10CM,"Malignant neoplasm of gum, unspecified",35206066,solidtum
C13.9,ICD10CM,"Malignant neoplasm of hypopharynx, unspecified",35206106,solidtum
C13.1,ICD10CM,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",35206103,solidtum
C17.9,ICD10CM,"Malignant neoplasm of small intestine, unspecified",35206129,solidtum
C23,ICD10CM,Malignant neoplasm of gallbladder,35206153,solidtum
C25.2,ICD10CM,Malignant neoplasm of tail of pancreas,35206160,solidtum
C31.9,ICD10CM,"Malignant neoplasm of accessory sinus, unspecified",35206176,solidtum
C31.2,ICD10CM,Malignant neoplasm of frontal sinus,35206173,solidtum
C34.2,ICD10CM,"Malignant neoplasm of middle lobe, bronchus or lung",35206184,solidtum
C60.2,ICD10CM,Malignant neoplasm of body of penis,35206263,solidtum
C71.9,ICD10CM,"Malignant neoplasm of brain, unspecified",35206300,solidtum
C71.6,ICD10CM,Malignant neoplasm of cerebellum,35206297,solidtum
C75.0,ICD10CM,Malignant neoplasm of parathyroid gland,35206305,solidtum
C49.6,ICD10CM,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",35206234,solidtum
C72.9,ICD10CM,"Malignant neoplasm of central nervous system, unspecified",35206303,solidtum
C54.8,ICD10CM,Malignant neoplasm of overlapping sites of corpus uteri,35206251,solidtum
C47.3,ICD10CM,Malignant neoplasm of peripheral nerves of thorax,35206220,solidtum
C04.8,ICD10CM,Malignant neoplasm of overlapping sites of floor of mouth,35206069,solidtum
C17.8,ICD10CM,Malignant neoplasm of overlapping sites of small intestine,35206128,solidtum
C00.1,ICD10CM,Malignant neoplasm of external lower lip,35206048,solidtum
C75.5,ICD10CM,Malignant neoplasm of aortic body and other paraganglia,35206310,solidtum
C02.1,ICD10CM,Malignant neoplasm of border of tongue,35206058,solidtum
C10.4,ICD10CM,Malignant neoplasm of branchial cleft,35206092,solidtum
C51.0,ICD10CM,Malignant neoplasm of labium majus,35206237,solidtum
C54.0,ICD10CM,Malignant neoplasm of isthmus uteri,35206247,solidtum
C67.0,ICD10CM,Malignant neoplasm of trigone of bladder,35206274,solidtum
C67.1,ICD10CM,Malignant neoplasm of dome of bladder,35206275,solidtum
C15.9,ICD10CM,"Malignant neoplasm of esophagus, unspecified",35206114,solidtum
C48.8,ICD10CM,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,35206229,solidtum
C06.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified parts of mouth,45537790,solidtum
C34.82,ICD10CM,Malignant neoplasm of overlapping sites of left bronchus and lung,45576310,solidtum
C39.9,ICD10CM,"Malignant neoplasm of lower respiratory tract, part unspecified",35206193,solidtum
C43.10,ICD10CM,"Malignant melanoma of unspecified eyelid, including canthus",45561797,solidtum
C43.62,ICD10CM,"Malignant melanoma of left upper limb, including shoulder",45581211,solidtum
C43.71,ICD10CM,"Malignant melanoma of right lower limb, including hip",45542599,solidtum
C47.12,ICD10CM,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",45566594,solidtum
C47.20,ICD10CM,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",45566595,solidtum
C47.22,ICD10CM,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",45571513,solidtum
C49.11,ICD10CM,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",45590904,solidtum
C50.011,ICD10CM,"Malignant neoplasm of nipple and areola, right female breast",45566599,solidtum
C50.122,ICD10CM,Malignant neoplasm of central portion of left male breast,45586010,solidtum
C50.211,ICD10CM,Malignant neoplasm of upper-inner quadrant of right female breast,45561812,solidtum
C50.319,ICD10CM,Malignant neoplasm of lower-inner quadrant of unspecified female breast,45566602,solidtum
C50.629,ICD10CM,Malignant neoplasm of axillary tail of unspecified male breast,45537823,solidtum
C57.12,ICD10CM,Malignant neoplasm of left broad ligament,45590911,solidtum
C57.21,ICD10CM,Malignant neoplasm of right round ligament,45561821,solidtum
C63.02,ICD10CM,Malignant neoplasm of left epididymis,45547511,solidtum
C66.9,ICD10CM,Malignant neoplasm of unspecified ureter,45581225,solidtum
C69.10,ICD10CM,Malignant neoplasm of unspecified cornea,45595678,solidtum
C69.42,ICD10CM,Malignant neoplasm of left ciliary body,45605284,solidtum
C69.51,ICD10CM,Malignant neoplasm of right lacrimal gland and duct,45561825,solidtum
C69.62,ICD10CM,Malignant neoplasm of left orbit,45552274,solidtum
C69.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,45571531,solidtum
C74.92,ICD10CM,Malignant neoplasm of unspecified part of left adrenal gland,45566616,solidtum
C76.40,ICD10CM,Malignant neoplasm of unspecified upper limb,45557011,solidtum
C76.51,ICD10CM,Malignant neoplasm of right lower limb,45571536,solidtum
C49.A1,ICD10CM,Gastrointestinal stromal tumor of esophagus,37200004,solidtum
C67.9,ICD10CM,"Malignant neoplasm of bladder, unspecified",35206283,solidtum
C43.9,ICD10CM,"Malignant melanoma of skin, unspecified",35206203,solidtum
C08.0,ICD10CM,Malignant neoplasm of submandibular gland,35206081,solidtum
C04.9,ICD10CM,"Malignant neoplasm of floor of mouth, unspecified",35206070,solidtum
C10.3,ICD10CM,Malignant neoplasm of posterior wall of oropharynx,35206091,solidtum
C11.3,ICD10CM,Malignant neoplasm of anterior wall of nasopharynx,35206098,solidtum
C17.0,ICD10CM,Malignant neoplasm of duodenum,35206124,solidtum
C19,ICD10CM,Malignant neoplasm of rectosigmoid junction,35206140,solidtum
C25.0,ICD10CM,Malignant neoplasm of head of pancreas,35206158,solidtum
C32.1,ICD10CM,Malignant neoplasm of supraglottis,35206178,solidtum
C38.3,ICD10CM,"Malignant neoplasm of mediastinum, part unspecified",35206189,solidtum
C39.0,ICD10CM,"Malignant neoplasm of upper respiratory tract, part unspecified",35206192,solidtum
C57.3,ICD10CM,Malignant neoplasm of parametrium,35206255,solidtum
C60.1,ICD10CM,Malignant neoplasm of glans penis,35206262,solidtum
C60.9,ICD10CM,"Malignant neoplasm of penis, unspecified",35206265,solidtum
C49.4,ICD10CM,Malignant neoplasm of connective and soft tissue of abdomen,35206232,solidtum
C71.5,ICD10CM,Malignant neoplasm of cerebral ventricle,35206296,solidtum
C47.9,ICD10CM,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",35206225,solidtum
C47.0,ICD10CM,"Malignant neoplasm of peripheral nerves of head, face and neck",35206219,solidtum
C24.8,ICD10CM,Malignant neoplasm of overlapping sites of biliary tract,35206156,solidtum
C03.1,ICD10CM,Malignant neoplasm of lower gum,35206065,solidtum
C10.8,ICD10CM,Malignant neoplasm of overlapping sites of oropharynx,35206093,solidtum
C13.0,ICD10CM,Malignant neoplasm of postcricoid region,35206102,solidtum
C14.8,ICD10CM,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",35206109,solidtum
C25.4,ICD10CM,Malignant neoplasm of endocrine pancreas,35206162,solidtum
C30.1,ICD10CM,Malignant neoplasm of middle ear,35206170,solidtum
C54.3,ICD10CM,Malignant neoplasm of fundus uteri,35206250,solidtum
C67.2,ICD10CM,Malignant neoplasm of lateral wall of bladder,35206276,solidtum
C75.1,ICD10CM,Malignant neoplasm of pituitary gland,35206306,solidtum
C43.52,ICD10CM,Malignant melanoma of skin of breast,45585993,solidtum
C20,ICD10CM,Malignant neoplasm of rectum,35206141,solidtum
C34.30,ICD10CM,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",45566582,solidtum
C34.90,ICD10CM,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45590885,solidtum
C40.01,ICD10CM,Malignant neoplasm of scapula and long bones of right upper limb,45542593,solidtum
C40.22,ICD10CM,Malignant neoplasm of long bones of left lower limb,45581209,solidtum
C40.31,ICD10CM,Malignant neoplasm of short bones of right lower limb,45547488,solidtum
C43.22,ICD10CM,Malignant melanoma of left ear and external auricular canal,45566584,solidtum
C43.30,ICD10CM,Malignant melanoma of unspecified part of face,45605271,solidtum
C46.50,ICD10CM,Kaposi's sarcoma of unspecified lung,45552256,solidtum
C50.021,ICD10CM,"Malignant neoplasm of nipple and areola, right male breast",45566600,solidtum
C50.111,ICD10CM,Malignant neoplasm of central portion of right female breast,45532911,solidtum
C50.121,ICD10CM,Malignant neoplasm of central portion of right male breast,45532912,solidtum
C50.222,ICD10CM,Malignant neoplasm of upper-inner quadrant of left male breast,45595667,solidtum
C50.312,ICD10CM,Malignant neoplasm of lower-inner quadrant of left female breast,45576325,solidtum
C50.322,ICD10CM,Malignant neoplasm of lower-inner quadrant of left male breast,45586012,solidtum
C50.911,ICD10CM,Malignant neoplasm of unspecified site of right female breast,45586014,solidtum
C62.02,ICD10CM,Malignant neoplasm of undescended left testis,45557001,solidtum
C63.11,ICD10CM,Malignant neoplasm of right spermatic cord,45561822,solidtum
C69.21,ICD10CM,Malignant neoplasm of right retina,45552273,solidtum
C69.82,ICD10CM,Malignant neoplasm of overlapping sites of left eye and adnexa,45605285,solidtum
C69.90,ICD10CM,Malignant neoplasm of unspecified site of unspecified eye,45537833,solidtum
C69.91,ICD10CM,Malignant neoplasm of unspecified site of right eye,45537834,solidtum
C74.01,ICD10CM,Malignant neoplasm of cortex of right adrenal gland,45586026,solidtum
C49.A0,ICD10CM,"Gastrointestinal stromal tumor, unspecified site",37200003,solidtum
C54.1,ICD10CM,Malignant neoplasm of endometrium,35206248,solidtum
C00.9,ICD10CM,"Malignant neoplasm of lip, unspecified",35206055,solidtum
C01,ICD10CM,Malignant neoplasm of base of tongue,35206056,solidtum
C02.0,ICD10CM,Malignant neoplasm of dorsal surface of tongue,35206057,solidtum
C10.0,ICD10CM,Malignant neoplasm of vallecula,35206088,solidtum
C10.2,ICD10CM,Malignant neoplasm of lateral wall of oropharynx,35206090,solidtum
C11.0,ICD10CM,Malignant neoplasm of superior wall of nasopharynx,35206095,solidtum
C14.0,ICD10CM,"Malignant neoplasm of pharynx, unspecified",35206107,solidtum
C15.5,ICD10CM,Malignant neoplasm of lower third of esophagus,35206112,solidtum
C16.4,ICD10CM,Malignant neoplasm of pylorus,35206119,solidtum
C16.2,ICD10CM,Malignant neoplasm of body of stomach,35206117,solidtum
C18.0,ICD10CM,Malignant neoplasm of cecum,35206130,solidtum
C25.3,ICD10CM,Malignant neoplasm of pancreatic duct,35206161,solidtum
C48.1,ICD10CM,Malignant neoplasm of specified parts of peritoneum,35206227,solidtum
C31.1,ICD10CM,Malignant neoplasm of ethmoidal sinus,35206172,solidtum
C31.3,ICD10CM,Malignant neoplasm of sphenoid sinus,35206174,solidtum
C32.2,ICD10CM,Malignant neoplasm of subglottis,35206179,solidtum
C38.4,ICD10CM,Malignant neoplasm of pleura,35206190,solidtum
C46.0,ICD10CM,Kaposi's sarcoma of skin,35206213,solidtum
C57.4,ICD10CM,"Malignant neoplasm of uterine adnexa, unspecified",35206256,solidtum
C51.2,ICD10CM,Malignant neoplasm of clitoris,35206239,solidtum
C67.3,ICD10CM,Malignant neoplasm of anterior wall of bladder,35206277,solidtum
C67.5,ICD10CM,Malignant neoplasm of bladder neck,35206279,solidtum
C67.7,ICD10CM,Malignant neoplasm of urachus,35206281,solidtum
C76.2,ICD10CM,Malignant neoplasm of abdomen,35206315,solidtum
C22.9,ICD10CM,"Malignant neoplasm of liver, not specified as primary or secondary",35206152,solidtum
C22.3,ICD10CM,Angiosarcoma of liver,35206149,solidtum
C68.9,ICD10CM,"Malignant neoplasm of urinary organ, unspecified",35206287,solidtum
C72.1,ICD10CM,Malignant neoplasm of cauda equina,35206302,solidtum
C15.8,ICD10CM,Malignant neoplasm of overlapping sites of esophagus,35206113,solidtum
C61,ICD10CM,Malignant neoplasm of prostate,35206266,solidtum
C08.9,ICD10CM,"Malignant neoplasm of major salivary gland, unspecified",35206083,solidtum
C21.8,ICD10CM,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",35206145,solidtum
C49.A2,ICD10CM,Gastrointestinal stromal tumor of stomach,37200005,solidtum
C22.0,ICD10CM,Liver cell carcinoma,35206146,solidtum
C00.6,ICD10CM,"Malignant neoplasm of commissure of lip, unspecified",35206053,solidtum
C34.01,ICD10CM,Malignant neoplasm of right main bronchus,45590884,solidtum
C34.11,ICD10CM,"Malignant neoplasm of upper lobe, right bronchus or lung",45561794,solidtum
C34.81,ICD10CM,Malignant neoplasm of overlapping sites of right bronchus and lung,45547486,solidtum
C40.02,ICD10CM,Malignant neoplasm of scapula and long bones of left upper limb,45605268,solidtum
