"Code","Description","id"
"M67451","Ganglion, right hip",15718
"M67452","Ganglion, left hip",15719
"M67459","Ganglion, unspecified hip",15720
"M67461","Ganglion, right knee",15721
"M67462","Ganglion, left knee",15722
"M67469","Ganglion, unspecified knee",15723
"M67471","Ganglion, right ankle and foot",15724
"M67472","Ganglion, left ankle and foot",15725
"M67479","Ganglion, unspecified ankle and foot",15726
"M6748","Ganglion, other site",15727
"M6749","Ganglion, multiple sites",15728
"M6750","Plica syndrome, unspecified knee",15729
"M6751","Plica syndrome, right knee",15730
"M6752","Plica syndrome, left knee",15731
"M6780","Other specified disorders of synovium and tendon, unspecified site",15732
"M67811","Other specified disorders of synovium, right shoulder",15733
"M67812","Other specified disorders of synovium, left shoulder",15734
"M67813","Other specified disorders of tendon, right shoulder",15735
"M67814","Other specified disorders of tendon, left shoulder",15736
"M67819","Other specified disorders of synovium and tendon, unspecified shoulder",15737
"M67821","Other specified disorders of synovium, right elbow",15738
"M67822","Other specified disorders of synovium, left elbow",15739
"M67823","Other specified disorders of tendon, right elbow",15740
"M67824","Other specified disorders of tendon, left elbow",15741
"M67829","Other specified disorders of synovium and tendon, unspecified elbow",15742
"M67831","Other specified disorders of synovium, right wrist",15743
"M67832","Other specified disorders of synovium, left wrist",15744
"M67833","Other specified disorders of tendon, right wrist",15745
"M67834","Other specified disorders of tendon, left wrist",15746
"M67839","Other specified disorders of synovium and tendon, unspecified wrist",15747
"M67841","Other specified disorders of synovium, right hand",15748
"M67842","Other specified disorders of synovium, left hand",15749
"M67843","Other specified disorders of tendon, right hand",15750
"M67844","Other specified disorders of tendon, left hand",15751
"M67849","Other specified disorders of synovium and tendon, unspecified hand",15752
"M67851","Other specified disorders of synovium, right hip",15753
"M67852","Other specified disorders of synovium, left hip",15754
"M67853","Other specified disorders of tendon, right hip",15755
"M67854","Other specified disorders of tendon, left hip",15756
"M67859","Other specified disorders of synovium and tendon, unspecified hip",15757
"M67861","Other specified disorders of synovium, right knee",15758
"M67862","Other specified disorders of synovium, left knee",15759
"M67863","Other specified disorders of tendon, right knee",15760
"M67864","Other specified disorders of tendon, left knee",15761
"M67869","Other specified disorders of synovium and tendon, unspecified knee",15762
"M67871","Other specified disorders of synovium, right ankle and foot",15763
"M67872","Other specified disorders of synovium, left ankle and foot",15764
"M67873","Other specified disorders of tendon, right ankle and foot",15765
"M67874","Other specified disorders of tendon, left ankle and foot",15766
"M67879","Other specified disorders of synovium and tendon, unspecified ankle and foot",15767
"M6788","Other specified disorders of synovium and tendon, other site",15768
"M6789","Other specified disorders of synovium and tendon, multiple sites",15769
"M6790","Unspecified disorder of synovium and tendon, unspecified site",15770
"M67911","Unspecified disorder of synovium and tendon, right shoulder",15771
"M67912","Unspecified disorder of synovium and tendon, left shoulder",15772
"M67919","Unspecified disorder of synovium and tendon, unspecified shoulder",15773
"M67921","Unspecified disorder of synovium and tendon, right upper arm",15774
"M67922","Unspecified disorder of synovium and tendon, left upper arm",15775
"M67929","Unspecified disorder of synovium and tendon, unspecified upper arm",15776
"M67931","Unspecified disorder of synovium and tendon, right forearm",15777
"M67932","Unspecified disorder of synovium and tendon, left forearm",15778
"M67939","Unspecified disorder of synovium and tendon, unspecified forearm",15779
"M67941","Unspecified disorder of synovium and tendon, right hand",15780
"M67942","Unspecified disorder of synovium and tendon, left hand",15781
"M67949","Unspecified disorder of synovium and tendon, unspecified hand",15782
"M67951","Unspecified disorder of synovium and tendon, right thigh",15783
"M67952","Unspecified disorder of synovium and tendon, left thigh",15784
"M67959","Unspecified disorder of synovium and tendon, unspecified thigh",15785
"M67961","Unspecified disorder of synovium and tendon, right lower leg",15786
"M67962","Unspecified disorder of synovium and tendon, left lower leg",15787
"M67969","Unspecified disorder of synovium and tendon, unspecified lower leg",15788
"M67971","Unspecified disorder of synovium and tendon, right ankle and foot",15789
"M67972","Unspecified disorder of synovium and tendon, left ankle and foot",15790
"M67979","Unspecified disorder of synovium and tendon, unspecified ankle and foot",15791
"M6798","Unspecified disorder of synovium and tendon, other site",15792
"M6799","Unspecified disorder of synovium and tendon, multiple sites",15793
"M70031","Crepitant synovitis (acute) (chronic), right wrist",15794
"M70032","Crepitant synovitis (acute) (chronic), left wrist",15795
"M70039","Crepitant synovitis (acute) (chronic), unspecified wrist",15796
"M70041","Crepitant synovitis (acute) (chronic), right hand",15797
"M70042","Crepitant synovitis (acute) (chronic), left hand",15798
"M70049","Crepitant synovitis (acute) (chronic), unspecified hand",15799
"M7010","Bursitis, unspecified hand",15800
"M7011","Bursitis, right hand",15801
"M7012","Bursitis, left hand",15802
"M7020","Olecranon bursitis, unspecified elbow",15803
"M7021","Olecranon bursitis, right elbow",15804
"M7022","Olecranon bursitis, left elbow",15805
"M7030","Other bursitis of elbow, unspecified elbow",15806
"M7031","Other bursitis of elbow, right elbow",15807
"M7032","Other bursitis of elbow, left elbow",15808
"M7040","Prepatellar bursitis, unspecified knee",15809
"M7041","Prepatellar bursitis, right knee",15810
"M7042","Prepatellar bursitis, left knee",15811
"M7050","Other bursitis of knee, unspecified knee",15812
"M7051","Other bursitis of knee, right knee",15813
"M7052","Other bursitis of knee, left knee",15814
"M7060","Trochanteric bursitis, unspecified hip",15815
"M7061","Trochanteric bursitis, right hip",15816
"M7062","Trochanteric bursitis, left hip",15817
"M7070","Other bursitis of hip, unspecified hip",15818
"M7071","Other bursitis of hip, right hip",15819
"M7072","Other bursitis of hip, left hip",15820
"M7080","Other soft tissue disorders related to use, overuse and pressure of unspecified site",15821
"M70811","Other soft tissue disorders related to use, overuse and pressure, right shoulder",15822
"M70812","Other soft tissue disorders related to use, overuse and pressure, left shoulder",15823
"M70819","Other soft tissue disorders related to use, overuse and pressure, unspecified shoulder",15824
"M70821","Other soft tissue disorders related to use, overuse and pressure, right upper arm",15825
"M70822","Other soft tissue disorders related to use, overuse and pressure, left upper arm",15826
"M70829","Other soft tissue disorders related to use, overuse and pressure, unspecified upper arms",15827
"M70831","Other soft tissue disorders related to use, overuse and pressure, right forearm",15828
"M70832","Other soft tissue disorders related to use, overuse and pressure, left forearm",15829
"M70839","Other soft tissue disorders related to use, overuse and pressure, unspecified forearm",15830
"M70841","Other soft tissue disorders related to use, overuse and pressure, right hand",15831
"M70842","Other soft tissue disorders related to use, overuse and pressure, left hand",15832
"M70849","Other soft tissue disorders related to use, overuse and pressure, unspecified hand",15833
"M70851","Other soft tissue disorders related to use, overuse and pressure, right thigh",15834
"M70852","Other soft tissue disorders related to use, overuse and pressure, left thigh",15835
"M70859","Other soft tissue disorders related to use, overuse and pressure, unspecified thigh",15836
"M70861","Other soft tissue disorders related to use, overuse and pressure, right lower leg",15837
"M70862","Other soft tissue disorders related to use, overuse and pressure, left lower leg",15838
"M70869","Other soft tissue disorders related to use, overuse and pressure, unspecified leg",15839
"M70871","Other soft tissue disorders related to use, overuse and pressure, right ankle and foot",15840
"M70872","Other soft tissue disorders related to use, overuse and pressure, left ankle and foot",15841
"M70879","Other soft tissue disorders related to use, overuse and pressure, unspecified ankle and foot",15842
"M7088","Other soft tissue disorders related to use, overuse and pressure other site",15843
"M7089","Other soft tissue disorders related to use, overuse and pressure multiple sites",15844
"M7090","Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site",15845
"M70911","Unspecified soft tissue disorder related to use, overuse and pressure, right shoulder",15846
"M70912","Unspecified soft tissue disorder related to use, overuse and pressure, left shoulder",15847
"M70919","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified shoulder",15848
"M70921","Unspecified soft tissue disorder related to use, overuse and pressure, right upper arm",15849
"M70922","Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm",15850
"M70929","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified upper arm",15851
"M70931","Unspecified soft tissue disorder related to use, overuse and pressure, right forearm",15852
"M70932","Unspecified soft tissue disorder related to use, overuse and pressure, left forearm",15853
"M70939","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified forearm",15854
"M70941","Unspecified soft tissue disorder related to use, overuse and pressure, right hand",15855
"M70942","Unspecified soft tissue disorder related to use, overuse and pressure, left hand",15856
"M70949","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand",15857
"M70951","Unspecified soft tissue disorder related to use, overuse and pressure, right thigh",15858
"M70952","Unspecified soft tissue disorder related to use, overuse and pressure, left thigh",15859
"M70959","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified thigh",15860
"M70961","Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg",15861
"M70962","Unspecified soft tissue disorder related to use, overuse and pressure, left lower leg",15862
"M70969","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg",15863
"M70971","Unspecified soft tissue disorder related to use, overuse and pressure, right ankle and foot",15864
"M70972","Unspecified soft tissue disorder related to use, overuse and pressure, left ankle and foot",15865
"M70979","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified ankle and foot",15866
"M7098","Unspecified soft tissue disorder related to use, overuse and pressure other",15867
"M7099","Unspecified soft tissue disorder related to use, overuse and pressure multiple sites",15868
